name,cx,cy,cz,width,depth,angle
Building.2807,1598.572,1139.477,20.918,7.408,10.054,-15.00
Building.2808,1185.558,1681.598,20.918,11.906,11.906,135.00
Building.2809,1181.306,1660.253,20.918,24.474,17.859,45.00
Building.281,1694.870,2623.133,20.918,12.700,16.272,0.00
Building.2810,1117.114,1638.988,20.918,23.812,16.404,45.00
Building.2811,1119.596,1614.973,20.918,14.817,20.108,30.00
Building.2812,1166.300,1555.620,20.918,16.404,17.992,15.00
Building.2813,1122.586,1527.264,20.918,10.583,10.583,-45.00
Building.2814,1129.028,1508.478,20.918,14.288,18.521,-30.00
Building.2815,1163.531,1466.517,20.918,13.759,15.875,45.00
Building.2816,968.184,1698.380,20.918,70.379,45.508,-90.00
Building.2817,867.662,1617.438,20.918,121.047,132.160,45.00
Building.2818,978.121,1555.097,20.918,21.696,21.167,30.00
Building.2819,1009.327,1541.522,20.918,22.225,21.696,-135.00
Building.282,1711.305,2599.715,20.918,16.813,18.674,180.00
Building.2820,974.005,1530.290,20.918,26.458,22.754,-90.00
Building.2821,1026.553,1519.793,20.918,11.113,12.700,-45.00
Building.2822,1044.956,1507.768,20.918,9.525,6.879,-105.00
Building.2823,1061.774,1490.065,20.918,17.991,14.817,-135.00
Building.2824,1014.222,1487.956,20.918,8.466,12.700,0.00
Building.2825,1015.093,1506.788,20.918,13.758,21.696,165.00
Building.2826,974.944,1502.702,20.918,12.171,15.346,165.00
Building.2827,744.310,1743.667,20.918,9.260,11.245,0.00
Building.2828,732.449,1742.160,20.918,9.260,9.260,-165.00
Building.2829,728.877,1707.309,20.918,21.167,13.229,75.00
Building.283,1672.739,2529.849,20.918,1.058,0.529,-105.00
Building.2830,723.242,1686.846,20.918,21.167,13.229,-90.00
Building.2831,718.105,1646.893,20.918,21.167,11.113,90.00
Building.2832,712.795,1621.996,20.918,20.108,12.171,75.00
Building.2833,707.755,1592.728,20.918,18.521,13.758,90.00
Building.2834,704.149,1564.225,20.918,26.987,11.112,-90.00
Building.2835,707.191,1531.899,20.918,30.692,12.171,90.00
Building.2836,683.583,1629.679,20.918,7.938,9.525,180.00
Building.2837,659.095,1636.182,20.918,14.288,15.346,-30.00
Building.2838,676.853,1714.533,20.918,9.525,11.112,165.00
Building.2839,678.576,1737.770,20.918,10.054,13.758,30.00
Building.284,1708.755,2548.483,20.918,25.807,22.754,180.00
Building.2840,850.992,1601.748,20.918,32.356,35.821,-135.00
Building.2841,852.359,1600.081,20.918,34.023,31.492,45.00
Building.2842,833.299,1629.215,20.918,10.716,9.922,-120.00
Building.2843,1307.193,1402.876,20.918,82.021,27.517,-105.00
Building.2844,1318.742,1327.845,20.918,34.925,14.288,75.00
Building.2845,1153.667,1393.034,20.918,10.054,10.584,-135.00
Building.2846,1144.747,1400.590,20.918,13.759,12.171,120.00
Building.2847,1097.179,1428.105,20.918,13.759,14.817,-75.00
Building.2848,1133.512,1324.768,20.918,11.642,12.171,0.00
Building.2849,1146.921,1365.664,20.918,15.875,17.992,-105.00
Building.285,1689.450,2540.851,20.918,20.638,35.776,165.00
Building.2850,1116.480,1325.867,20.918,30.957,38.629,-15.00
Building.2851,1136.875,1255.900,20.918,13.758,10.054,90.00
Building.2852,1096.831,1244.203,20.918,16.933,15.346,75.00
Building.2853,1109.397,1240.428,20.918,12.700,14.817,60.00
Building.2854,1098.620,1272.104,20.918,13.890,6.747,-105.00
Building.2855,1037.917,1287.843,20.918,11.906,13.494,165.00
Building.2856,1040.813,1262.164,20.918,9.922,12.303,150.00
Building.2857,1057.279,1259.885,20.918,10.716,10.319,-120.00
Building.2858,1075.851,1256.261,20.918,7.937,8.731,-105.00
Building.2859,1026.438,1265.403,20.918,6.350,14.287,180.00
Building.286,1727.807,2507.321,20.918,29.789,25.929,75.00
Building.2860,1016.070,1431.689,20.918,12.171,15.875,165.00
Building.2861,974.645,1438.307,20.918,16.933,19.050,135.00
Building.2862,972.779,1415.695,20.918,18.521,24.342,-165.00
Building.2863,1007.919,1393.457,20.918,14.287,20.638,135.00
Building.2864,995.479,1359.441,20.918,14.817,12.171,75.00
Building.2865,997.961,1333.702,20.918,15.346,15.346,135.00
Building.2866,965.700,1344.498,20.918,14.817,13.758,165.00
Building.2867,964.152,1376.464,20.918,14.817,17.462,165.00
Building.2868,982.369,1299.643,20.918,12.700,17.992,0.00
Building.2869,950.682,1314.586,20.918,13.758,15.875,-105.00
Building.287,1736.559,2520.975,20.918,19.579,21.222,60.00
Building.2870,968.327,1279.726,20.918,25.929,18.521,90.00
Building.2871,974.663,1273.129,20.918,14.817,11.444,-105.00
Building.2872,945.302,1281.673,20.918,11.906,10.319,-105.00
Building.2873,1047.636,1359.102,20.918,6.350,9.525,-15.00
Building.2874,1128.843,1193.852,20.918,9.922,8.334,-90.00
Building.2875,1106.374,1190.244,20.918,8.996,12.700,-180.00
Building.2876,1072.765,1192.832,20.918,8.996,17.463,0.00
Building.2877,1053.139,1198.076,20.918,6.879,13.229,15.00
Building.2878,1026.173,1202.476,20.918,11.642,13.229,60.00
Building.2879,1005.272,1206.789,20.918,8.996,8.996,75.00
Building.288,1701.192,2518.209,20.918,36.019,25.344,75.00
Building.2880,974.897,1215.244,20.918,9.525,10.583,-15.00
Building.2881,954.381,1220.859,20.918,10.612,13.765,0.00
Building.2882,954.472,1221.843,20.918,9.467,12.224,180.00
Building.2883,926.473,1222.249,20.918,11.642,12.700,60.00
Building.2884,988.702,1163.598,20.918,47.096,56.092,165.00
Building.2885,972.837,1168.860,20.918,21.167,22.225,-15.00
Building.2886,969.954,1129.840,20.918,16.404,13.229,-105.00
Building.2887,1083.207,1148.757,20.918,30.163,25.400,-45.00
Building.2888,1084.306,1149.732,20.918,11.991,12.171,135.00
Building.2889,907.163,1380.869,20.918,16.537,37.703,180.00
Building.289,1717.596,2530.269,20.918,28.190,20.402,60.00
Building.2890,837.966,1443.955,20.918,31.088,13.891,-105.00
Building.2891,774.002,1457.876,20.918,32.412,15.875,-105.00
Building.2892,759.525,1411.560,20.918,12.568,37.703,180.00
Building.2893,734.822,1341.110,20.918,12.700,8.996,90.00
Building.2894,731.808,1320.356,20.918,15.346,12.700,75.00
Building.2895,809.759,1322.884,20.918,127.529,93.134,75.00
Building.2896,1884.944,1236.453,20.918,13.852,24.842,-165.00
Building.2897,1930.924,36.288,20.918,13.494,8.731,-90.00
Building.2898,1827.830,238.588,20.918,33.734,80.698,-15.00
Building.2899,1794.322,241.621,20.918,29.104,59.532,-15.00
Building.290,2173.301,2385.733,20.918,39.837,31.236,30.00
Building.2900,1770.748,249.718,20.918,25.797,55.562,-15.00
Building.2901,1756.488,252.075,20.918,22.490,56.886,165.00
Building.2902,1717.510,266.478,20.918,26.458,54.240,-15.00
Building.2903,1806.030,189.448,20.918,5.159,7.541,-15.00
Building.2904,1818.200,166.972,20.918,10.319,17.463,165.00
Building.2905,1806.693,129.280,20.918,19.844,45.244,165.00
Building.2906,1748.868,94.462,20.918,41.672,18.256,75.00
Building.2907,1711.537,111.656,20.918,15.875,10.319,-105.00
Building.2908,1759.081,111.505,20.918,26.194,14.287,75.00
Building.2909,1740.203,116.575,20.918,7.144,6.747,150.00
Building.291,2180.767,2321.085,20.918,40.264,23.813,105.00
Building.2910,1715.796,129.667,20.918,22.225,12.303,-105.00
Building.2911,1774.557,193.045,20.918,15.479,11.906,-120.00
Building.2912,1723.745,211.466,20.918,13.891,16.669,-135.00
Building.2913,1751.559,152.631,20.918,97.235,55.960,-105.00
Building.2914,1710.353,299.827,20.918,10.319,35.719,165.00
Building.2915,1667.504,252.343,20.918,17.462,58.208,-15.00
Building.2916,1649.087,174.513,20.918,16.933,45.508,-15.00
Building.2917,1668.583,161.041,20.918,11.642,41.275,0.00
Building.2918,1501.369,208.329,20.918,28.575,51.858,30.00
Building.2919,1536.697,356.946,20.918,22.755,37.042,-15.00
Building.292,2204.144,2359.744,20.918,40.349,37.058,-60.00
Building.2920,1595.744,308.388,20.918,56.339,28.441,-105.00
Building.2921,1639.714,345.237,20.918,10.054,16.933,165.00
Building.2922,1621.672,348.917,20.918,8.996,17.463,-15.00
Building.2923,1568.133,272.338,20.918,25.929,23.284,-120.00
Building.2924,1491.474,359.593,20.918,34.925,86.784,0.00
Building.2925,1535.987,303.914,20.918,39.750,21.248,-105.00
Building.2926,1484.189,287.526,20.918,12.700,9.525,75.00
Building.2927,1484.162,274.317,20.918,15.875,9.525,75.00
Building.2928,1532.662,284.191,20.918,33.866,15.346,-105.00
Building.2929,1476.735,371.059,20.918,8.846,24.579,0.00
Building.293,2144.950,2392.772,20.918,36.868,59.034,-150.00
Building.2930,1491.250,370.799,20.918,6.621,26.458,-180.00
Building.2931,1509.917,347.199,20.918,20.637,44.450,-15.00
Building.2932,1538.229,311.201,20.918,39.392,20.325,75.00
Building.2933,1538.347,311.167,20.918,38.456,17.531,-105.00
Building.2934,1593.448,270.885,20.918,52.701,53.442,-105.00
Building.2935,1607.473,279.523,20.918,92.235,36.124,75.00
Building.2936,1660.831,324.511,20.918,18.502,19.415,-105.00
Building.2937,1648.363,292.186,20.918,22.609,38.999,-15.00
Building.2938,1621.122,318.148,20.918,25.929,16.953,75.00
Building.2939,1592.545,316.206,20.918,43.557,20.412,-105.00
Building.294,2135.660,2422.676,20.918,43.656,28.886,30.00
Building.2940,1592.264,316.307,20.918,43.484,22.887,75.00
Building.2941,1641.459,292.654,20.918,17.552,33.114,-15.00
Building.2942,1641.592,293.016,20.918,16.221,33.695,165.00
Building.2943,1635.727,295.373,20.918,21.593,37.034,165.00
Building.2944,1617.603,300.819,20.918,15.177,34.578,-15.00
Building.2945,1590.696,300.019,20.918,50.218,23.237,-105.00
Building.2946,1635.406,251.671,20.918,22.721,37.514,-15.00
Building.2947,1635.323,251.399,20.918,16.475,36.684,165.00
Building.2948,1629.292,253.279,20.918,15.527,37.504,165.00
Building.2949,1612.923,257.607,20.918,20.265,39.467,-15.00
Building.295,2166.435,2405.604,20.918,37.857,40.007,120.00
Building.2950,1658.280,343.484,20.918,19.068,22.729,-15.00
Building.2951,1660.245,324.682,20.918,16.734,10.955,75.00
Building.2952,1642.863,309.753,20.918,20.549,16.376,75.00
Building.2953,2271.993,258.566,20.918,45.643,40.653,45.00
Building.2954,2364.308,217.131,20.918,24.871,30.162,-120.00
Building.2955,2344.889,236.270,20.918,12.568,16.536,-30.00
Building.2956,2335.313,214.125,20.918,13.891,14.883,-30.00
Building.2957,2351.604,189.203,20.918,17.198,18.190,45.00
Building.2958,2377.346,191.512,20.918,9.922,18.015,165.00
Building.2959,2386.501,323.485,20.918,7.938,9.922,0.00
Building.296,2170.092,2398.157,20.918,29.937,25.338,120.00
Building.2960,2302.920,323.830,20.918,42.863,29.307,75.00
Building.2961,2271.365,342.239,20.918,19.844,21.167,-15.00
Building.2962,1321.950,869.982,20.918,48.684,24.629,-105.00
Building.2963,1315.676,872.222,20.918,35.949,16.933,75.00
Building.2964,1268.659,870.441,20.918,21.561,19.688,165.00
Building.2965,1269.077,871.592,20.918,16.842,21.567,-15.00
Building.2966,1294.174,863.483,20.918,16.250,20.264,165.00
Building.2967,1344.782,858.729,20.918,30.163,45.508,-180.00
Building.2968,1372.127,866.984,20.918,20.638,56.092,-165.00
Building.2969,1383.578,895.528,20.918,19.293,15.875,-90.00
Building.297,2199.239,2357.150,20.918,35.171,26.222,120.00
Building.2970,1382.015,871.060,20.918,14.178,11.135,105.00
Building.2971,1265.031,836.312,20.918,138.510,71.438,-30.00
Building.2972,1312.045,812.894,20.918,20.054,28.564,165.00
Building.2973,1274.089,822.717,20.918,21.281,25.696,-15.00
Building.2974,1260.272,824.955,20.918,24.260,22.747,150.00
Building.2975,1217.398,837.465,20.918,27.384,28.046,-15.00
Building.2976,1289.453,767.384,20.918,33.338,37.571,75.00
Building.2977,1305.038,763.673,20.918,18.417,12.700,75.00
Building.2978,1303.354,755.916,20.918,11.509,16.845,-15.00
Building.2979,1247.986,764.185,20.918,36.494,30.956,75.00
Building.298,2182.880,2373.062,20.918,29.015,33.023,-150.00
Building.2980,1258.569,797.315,20.918,18.653,13.891,-30.00
Building.2981,1264.468,780.267,20.918,13.489,15.258,30.00
Building.2982,1249.213,763.726,20.918,34.131,17.581,-105.00
Building.2983,1201.002,781.544,20.918,44.564,29.633,-105.00
Building.2984,1275.301,703.891,20.918,31.934,35.292,165.00
Building.2985,1277.303,726.055,20.918,25.545,21.564,105.00
Building.2986,1299.060,721.398,20.918,17.463,19.423,165.00
Building.2987,1275.826,706.201,20.918,20.280,31.353,90.00
Building.2988,1281.845,695.319,20.918,18.454,12.656,75.00
Building.2989,1294.334,707.401,20.918,13.494,13.519,150.00
Building.299,2169.512,2341.363,20.918,35.739,26.206,105.00
Building.2990,1237.015,715.939,20.918,34.545,43.447,-180.00
Building.2991,1245.917,734.104,20.918,21.735,16.335,75.00
Building.2992,1230.082,737.334,20.918,16.011,11.906,90.00
Building.2993,1224.711,705.563,20.918,9.393,17.398,180.00
Building.2994,1227.868,729.908,20.918,11.334,14.513,165.00
Building.2995,1246.479,733.929,20.918,20.997,12.952,-105.00
Building.2996,1245.332,724.565,20.918,17.796,10.819,-90.00
Building.2997,1198.687,758.754,20.918,35.983,23.402,-105.00
Building.2998,1205.166,711.634,20.918,21.167,26.606,165.00
Building.2999,1201.099,741.054,20.918,23.407,19.979,-105.00
Building.300,2152.339,2396.616,20.918,38.965,55.926,-150.00
Building.3000,1171.175,736.529,20.918,18.521,21.115,60.00
Building.3001,1180.373,753.262,20.918,15.838,20.638,165.00
Building.3002,1221.946,622.091,20.918,12.171,8.467,90.00
Building.3003,1219.555,613.035,20.918,9.525,18.521,-150.00
Building.3004,1157.936,871.264,20.918,89.694,46.066,-75.00
Building.3005,1102.014,885.929,20.918,18.168,28.611,-30.00
Building.3006,1109.282,884.509,20.918,18.594,27.827,-15.00
Building.3007,1093.185,860.981,20.918,13.504,23.018,-15.00
Building.3008,1102.263,860.137,20.918,12.700,21.909,-15.00
Building.3009,1087.385,861.854,20.918,11.322,22.310,-15.00
Building.301,2158.169,2366.237,20.918,27.897,16.675,-60.00
Building.3010,1090.733,888.873,20.918,16.189,29.734,165.00
Building.3011,1101.689,885.167,20.918,17.496,29.796,150.00
Building.3012,1095.209,886.689,20.918,14.873,30.417,165.00
Building.3013,1172.252,841.692,20.918,34.729,22.447,-90.00
Building.3014,1162.661,844.995,20.918,16.483,14.684,60.00
Building.3015,1178.589,813.746,20.918,19.753,26.194,165.00
Building.3016,1117.988,777.331,20.918,11.113,10.716,-15.00
Building.3017,1091.047,808.661,20.918,49.213,28.178,-180.00
Building.3018,1073.725,789.333,20.918,14.686,21.669,165.00
Building.3019,1086.358,763.518,20.918,19.050,17.859,75.00
Building.302,2173.271,2335.462,20.918,32.536,15.251,105.00
Building.3020,1083.330,786.939,20.918,15.539,21.760,165.00
Building.3021,1036.411,894.241,20.918,39.158,55.033,0.00
Building.3022,1067.631,878.101,20.918,20.985,65.088,-180.00
Building.3023,1055.912,898.981,20.918,16.404,32.279,-180.00
Building.3024,1002.163,909.126,20.918,13.758,24.871,165.00
Building.3025,1017.579,846.812,20.918,14.287,14.817,30.00
Building.3026,1028.014,828.772,20.918,8.996,12.700,165.00
Building.3027,937.271,900.829,20.918,21.166,34.396,-150.00
Building.3028,920.196,857.454,20.918,35.454,30.692,75.00
Building.3029,929.233,777.767,20.918,16.404,16.405,60.00
Building.303,2200.939,2366.322,20.918,30.135,28.560,120.00
Building.3030,922.702,771.480,20.918,25.929,14.817,-120.00
Building.3031,896.332,809.154,20.918,6.350,15.346,-180.00
Building.3032,1060.490,719.877,20.918,26.988,11.113,-75.00
Building.3033,1049.248,703.792,20.918,14.287,15.156,15.00
Building.3034,1049.640,681.859,20.918,22.225,24.342,0.00
Building.3035,951.744,687.548,20.918,26.325,16.679,60.00
Building.3036,955.027,693.027,20.918,22.416,17.356,60.00
Building.3037,987.500,787.971,20.918,12.171,14.817,60.00
Building.3038,1075.359,616.900,20.918,22.225,16.404,-120.00
Building.3039,1133.592,570.972,20.918,23.813,12.171,75.00
Building.304,2268.311,2290.399,20.918,30.595,28.100,120.00
Building.3040,1012.797,496.915,20.918,11.245,9.261,-150.00
Building.3041,757.865,787.800,20.918,53.578,29.766,-165.00
Building.3042,686.188,801.426,20.918,26.458,40.349,-30.00
Building.3043,679.868,613.955,20.918,33.734,29.104,-120.00
Building.3044,636.771,657.185,20.918,24.474,24.474,-120.00
Building.3045,681.124,758.918,20.918,22.490,21.167,-105.00
Building.3046,4147.391,2004.984,20.918,99.220,72.760,-60.00
Building.3047,4091.317,1930.050,20.918,31.750,29.104,-60.00
Building.3048,4017.678,1887.395,20.918,27.781,26.458,-60.00
Building.3049,4157.244,1954.400,20.918,20.638,21.431,-60.00
Building.305,2289.019,2253.089,20.918,57.674,28.443,105.00
Building.3050,4193.954,2033.327,20.918,11.906,16.669,15.00
Building.3051,4193.954,2033.327,20.918,11.906,11.245,15.00
Building.3052,281.186,2511.623,20.918,14.288,10.319,-90.00
Building.3053,280.814,2493.567,20.918,11.113,13.229,-75.00
Building.3054,193.109,2460.638,20.918,17.992,16.404,-60.00
Building.3055,168.516,2446.713,20.918,19.050,13.229,-75.00
Building.3056,173.538,2432.687,20.918,17.462,13.759,-60.00
Building.3057,132.219,2400.442,20.918,19.050,51.858,-180.00
Building.3058,170.449,2410.096,20.918,15.081,18.653,-150.00
Building.3059,164.474,2370.299,20.918,36.909,40.878,120.00
Building.306,2272.223,2280.189,20.918,24.797,26.084,-150.00
Building.3060,120.051,2348.242,20.918,27.384,36.513,-15.00
Building.3061,125.462,2286.178,20.918,32.941,31.353,-45.00
Building.3062,281.806,2341.828,20.918,13.097,19.447,150.00
Building.3063,1501.749,727.278,20.918,56.897,37.703,-90.00
Building.3064,1483.583,797.923,20.918,22.340,12.265,-90.00
Building.3065,1515.806,768.440,20.918,19.871,21.828,-45.00
Building.3066,1484.141,765.279,20.918,22.525,31.452,90.00
Building.3067,1508.542,767.259,20.918,16.011,26.987,-165.00
Building.3068,1516.058,785.538,20.918,19.447,7.669,-105.00
Building.3069,1515.319,785.652,20.918,17.313,6.906,75.00
Building.307,2256.443,2319.006,20.918,22.944,30.979,-135.00
Building.3070,883.990,1286.761,20.918,18.653,18.653,60.00
Building.3071,889.815,1314.603,20.918,12.700,7.144,-75.00
Building.3072,856.732,1191.163,20.918,44.450,25.400,90.00
Building.3073,849.455,1157.181,20.918,43.392,21.696,-105.00
Building.3074,815.967,1179.171,20.918,14.288,42.863,-15.00
Building.3075,773.396,1207.217,20.918,41.930,74.613,180.00
Building.3076,756.125,1228.631,20.918,11.883,32.808,165.00
Building.3077,755.959,1227.821,20.918,7.938,29.541,-15.00
Building.3078,759.722,1199.354,20.918,25.400,18.521,75.00
Building.3079,749.093,1211.307,20.918,12.171,18.521,-165.00
Building.308,1798.078,2544.025,20.918,19.715,14.019,-105.00
Building.3080,752.972,1191.997,20.918,11.807,23.742,180.00
Building.3081,694.025,1413.797,20.918,16.537,41.672,165.00
Building.3082,619.584,1399.056,20.918,25.929,47.096,-30.00
Building.3083,527.293,1427.359,20.918,105.833,32.808,-120.00
Building.3084,615.964,1254.372,20.918,116.417,96.573,-105.00
Building.3085,629.224,1273.072,20.918,42.995,46.302,-105.00
Building.3086,729.876,1142.051,20.918,46.038,20.108,75.00
Building.3087,715.360,1122.936,20.918,17.463,23.812,30.00
Building.3088,816.599,1046.777,20.918,24.342,26.458,135.00
Building.3089,513.759,1364.055,20.918,27.781,13.891,75.00
Building.309,1818.061,2581.434,20.918,58.209,31.750,-105.00
Building.3090,361.783,1377.027,20.918,31.750,14.552,-105.00
Building.3091,402.449,1404.385,20.918,26.459,14.552,90.00
Building.3092,401.318,1427.589,20.918,24.937,16.832,-90.00
Building.3093,343.135,1410.404,20.918,58.209,19.844,-90.00
Building.3094,280.840,1402.472,20.918,33.073,11.245,-90.00
Building.3095,249.133,1350.356,20.918,41.243,20.566,-75.00
Building.3096,243.752,1358.451,20.918,39.401,21.348,-75.00
Building.3097,330.898,1369.535,20.918,9.534,9.546,90.00
Building.3098,322.516,1370.252,20.918,8.948,8.730,90.00
Building.3099,331.510,1369.483,20.918,10.765,7.806,-90.00
Building.310,1783.809,2587.844,20.918,11.112,10.584,-30.00
Building.3100,322.587,1370.246,20.918,8.428,7.732,-90.00
Building.3101,329.697,1303.861,20.918,28.443,23.813,-15.00
Building.3102,1866.274,1216.084,20.918,16.150,13.285,120.00
Building.3103,1866.322,1234.635,20.918,19.015,18.566,-165.00
Building.3104,1494.858,11.232,20.918,5.783,2.218,90.00
Building.3105,1476.010,16.289,20.918,14.817,7.536,90.00
Building.3106,1476.034,16.290,20.918,14.233,5.388,-90.00
Building.3107,1478.443,38.848,20.918,13.229,12.700,-135.00
Building.3108,1499.214,84.083,20.918,32.279,20.637,-105.00
Building.3109,1558.316,68.796,20.918,54.504,24.342,75.00
Building.311,1805.757,2574.756,20.918,33.867,24.342,-120.00
Building.3110,1566.567,92.520,20.918,35.984,19.579,-105.00
Building.3111,1498.406,160.737,20.918,28.046,19.050,-105.00
Building.3112,1485.795,122.322,20.918,16.404,15.875,-105.00
Building.3113,1473.556,99.814,20.918,9.922,11.113,-30.00
Building.3114,1496.129,100.564,20.918,5.159,8.731,180.00
Building.3115,1601.214,140.885,20.918,25.400,17.066,-105.00
Building.3116,1557.600,152.246,20.918,35.719,18.256,-105.00
Building.3117,1540.032,128.820,20.918,15.081,58.340,165.00
Building.3118,1574.812,105.570,20.918,7.938,9.525,-165.00
Building.3119,1602.987,98.675,20.918,14.287,40.481,-15.00
Building.312,1771.912,2561.120,20.918,24.342,47.942,-15.00
Building.3120,1656.324,90.130,20.918,39.291,67.866,165.00
Building.3121,1651.895,76.029,20.918,21.649,28.846,-15.00
Building.3122,1668.156,72.128,20.918,13.097,25.003,-15.00
Building.3123,1676.116,49.481,20.918,12.303,17.292,165.00
Building.3124,1721.533,18.232,20.918,28.575,11.237,-105.00
Building.3125,1663.659,27.779,20.918,25.797,16.272,75.00
Building.3126,1734.601,54.723,20.918,25.466,65.815,165.00
Building.3127,1776.237,47.248,20.918,22.820,21.497,60.00
Building.3128,1808.948,60.389,20.918,13.560,14.221,-150.00
Building.3129,1780.799,81.375,20.918,19.844,17.529,-120.00
Building.313,1777.576,2541.452,20.918,15.087,20.199,-30.00
Building.3130,1756.985,921.753,20.918,22.308,27.552,135.00
Building.3131,1834.244,960.911,20.918,33.125,39.158,-150.00
Building.3132,1848.369,954.687,20.918,26.988,49.213,-150.00
Building.3133,1817.955,947.506,20.918,40.834,33.605,30.00
Building.3134,1807.670,921.157,20.918,21.167,37.042,30.00
Building.3135,1817.611,933.018,20.918,62.227,58.741,-120.00
Building.3136,1794.610,934.645,20.918,30.808,39.735,-150.00
Building.3137,1777.841,925.407,20.918,27.147,40.272,30.00
Building.3138,1789.948,875.532,20.918,38.395,23.519,135.00
Building.3139,1799.353,882.777,20.918,41.963,26.829,-45.00
Building.314,1792.582,2525.657,20.918,17.652,13.297,60.00
Building.3140,1773.053,876.078,20.918,22.058,14.546,-120.00
Building.3141,1790.905,862.426,20.918,27.186,10.347,75.00
Building.3142,1774.446,885.228,20.918,34.647,24.553,120.00
Building.3143,1763.539,921.262,20.918,26.797,36.728,30.00
Building.3144,1766.307,916.692,20.918,15.875,19.950,-150.00
Building.3145,1764.065,896.083,20.918,22.137,20.095,120.00
Building.3146,1757.272,902.605,20.918,19.641,14.985,135.00
Building.3147,1904.066,944.859,20.918,14.738,18.445,30.00
Building.3148,1907.773,927.706,20.918,7.408,6.350,-15.00
Building.3149,1935.201,967.146,20.918,32.279,21.690,-60.00
Building.315,1810.169,2549.849,20.918,14.525,19.950,150.00
Building.3150,1929.063,939.525,20.918,20.960,41.212,0.00
Building.3151,1936.286,936.539,20.918,16.674,40.280,-15.00
Building.3152,1928.229,909.258,20.918,26.041,19.568,75.00
Building.3153,1940.805,895.985,20.918,14.740,18.341,165.00
Building.3154,1918.266,898.638,20.918,12.700,16.933,-15.00
Building.3155,1926.112,879.889,20.918,23.579,18.521,-180.00
Building.3156,1930.345,881.212,20.918,13.472,16.234,-90.00
Building.3157,1891.497,933.619,20.918,14.375,22.528,15.00
Building.3158,1870.390,933.854,20.918,18.532,12.171,-75.00
Building.3159,1871.688,924.226,20.918,49.232,41.719,-105.00
Building.316,1835.542,2537.579,20.918,0.701,1.587,75.00
Building.3160,1882.329,912.262,20.918,12.171,9.525,60.00
Building.3161,1872.668,902.732,20.918,33.338,22.754,105.00
Building.3162,1840.256,894.544,20.918,23.658,21.167,-30.00
Building.3163,1856.262,881.212,20.918,25.561,29.104,120.00
Building.3164,1818.974,855.092,20.918,13.982,10.371,75.00
Building.3165,1845.679,871.820,20.918,18.521,23.548,0.00
Building.3166,1840.039,870.513,20.918,10.958,22.257,165.00
Building.3167,1825.454,873.810,20.918,12.227,19.082,-30.00
Building.3168,1832.723,857.260,20.918,10.828,9.622,-105.00
Building.3169,1821.727,861.684,20.918,9.633,7.858,75.00
Building.317,1830.110,2527.335,20.918,18.879,22.225,150.00
Building.3170,1831.290,857.837,20.918,10.889,9.723,75.00
Building.3171,1920.184,864.129,20.918,16.933,19.050,165.00
Building.3172,1926.122,853.276,20.918,16.933,13.595,75.00
Building.3173,1929.941,864.142,20.918,11.190,12.700,60.00
Building.3174,1875.255,878.498,20.918,15.875,27.178,-165.00
Building.3175,1882.784,865.235,20.918,14.817,17.462,-120.00
Building.3176,1886.643,844.815,20.918,81.492,35.983,-105.00
Building.3177,1894.830,861.417,20.918,16.404,24.283,-15.00
Building.3178,1921.579,839.467,20.918,19.355,18.852,60.00
Building.3179,2374.278,639.263,20.918,44.990,51.329,-105.00
Building.318,1846.937,2542.169,20.918,39.688,26.458,-30.00
Building.3180,2467.964,531.833,20.918,26.040,36.714,165.00
Building.3181,2454.398,546.014,20.918,18.405,41.275,165.00
Building.3182,2472.129,547.882,20.918,33.709,21.020,75.00
Building.3183,2481.401,558.287,20.918,23.937,12.883,60.00
Building.3184,2488.237,583.656,20.918,24.256,19.690,-105.00
Building.3185,2487.196,592.452,20.918,25.204,21.742,0.00
Building.3186,2492.809,616.491,20.918,24.871,21.605,-60.00
Building.3187,2444.333,611.340,20.918,53.975,34.396,60.00
Building.3188,2429.410,635.881,20.918,21.167,17.463,-120.00
Building.3189,2466.920,620.952,20.918,61.420,29.160,60.00
Building.319,1844.873,2487.855,20.918,33.338,79.074,30.00
Building.3190,2417.875,642.259,20.918,51.384,24.796,180.00
Building.3191,2397.954,625.438,20.918,21.410,20.377,60.00
Building.3192,2465.856,524.414,20.918,19.538,22.000,-15.00
Building.3193,2474.768,530.217,20.918,19.367,21.551,60.00
Building.3194,2374.606,629.887,20.918,15.875,16.933,-120.00
Building.3195,2416.937,613.116,20.918,5.556,7.144,-120.00
Building.3196,2330.759,673.166,20.918,11.642,10.054,-120.00
Building.3197,2312.110,625.771,20.918,15.346,28.046,-15.00
Building.3198,2263.413,613.358,20.918,76.729,34.925,75.00
Building.3199,2233.075,608.187,20.918,17.463,15.346,-120.00
Building.320,1831.828,2462.562,20.918,13.758,14.817,-60.00
Building.3200,2280.945,583.224,20.918,10.583,7.408,60.00
Building.3201,2306.623,583.722,20.918,11.113,7.938,-105.00
Building.3202,2234.848,677.849,20.918,31.750,46.567,165.00
Building.3203,2209.094,639.129,20.918,8.996,10.583,-15.00
Building.3204,2205.394,687.664,20.918,8.467,9.525,165.00
Building.3205,2171.474,693.474,20.918,13.759,9.525,75.00
Building.3206,2140.924,704.248,20.918,10.054,11.642,75.00
Building.3207,2161.911,674.630,20.918,72.496,29.633,75.00
Building.3208,2154.441,653.944,20.918,73.554,31.750,75.00
